drug_name,indication_name
fluconazole,meningitis cryptococcal
ceftazidime,immunodeficiency
alfentanil,renal failure
methamphetamine,electroencephalogram abnormal
madopar,parkinson's disease
gadobenate,angiopathy
mersyndol,migraine
mometasone,bacterial infection
chlorthalidone,venous insufficiency
tetracycline,gingivitis ulcerative
cefixime,cystitis noninfective
carfilzomib,herpes zoster
tenofovir,renal failure
hydroxocobalamin,acidosis
penicillin,pneumonia staphylococcal
auranofin,psoriatic arthropathy
cefotaxime,pyelonephritis chronic
ganciclovir,immunodeficiency
ranitidine,erosive oesophagitis
eptifibatide,thrombocytopenia
clonidine,hyperkinesia
strontium,fracture
calcium,skin disorder
meclofenamate,gouty arthritis
hydrochlorothiazide,left ventricular hypertrophy
fosinoprilat,cardiac failure
tetrabenazine,huntington's disease
cyproterone,menopausal symptoms
fk463,osteomyelitis
cefixime,bronchitis
amiodarone,arrhythmia
tenoxicam,arthropathy
hydralazine,fluid retention
scopolamine,delirium tremens
vincristine,small cell carcinoma
dexamethasone,nephrotic syndrome
polythiazide,hepatic cirrhosis
cortisol,ophthalmic herpes zoster
aminophylline,bronchitis chronic
phenobarbital,hyperthyroidism
labetalol,hypertension
scopolamine,mydriasis
nicotine,pregnancy
amifostine,nephropathy toxic
ephedrine,atrioventricular block complete
caffeine,respiratory depression
bromocriptine,neoplasm
cefoxitin,abdominal infection
sulfasalazine,proctitis
aminophylline,liver disorder
ethacrynic,nephrotic syndrome
chloramphenicol,conjunctivitis bacterial
timentin,sepsis
bromazepam,agitation
isosorbide,angina pectoris
lincomycin,infection
dexamethasone,rheumatic heart disease
dalteparin,renal failure acute
deferoxamine,acidosis
terbinafine,onychomycosis
ranitidine,abdominal discomfort
iodide,lung disorder
cortisone,rheumatic heart disease
sativex,muscle spasticity
l-threo-dops,orthostatic hypotension
lincomycin,furuncle
bezafibrate,hyperlipidaemia
isosorbide,arteriosclerosis coronary artery
estrofem,multiple fractures
isoproterenol,hypoperfusion
midodrine,parkinson's disease
insulin,decreased appetite
vilazodone,weight increased
auranofin,arthritis
penicillin,staphylococcal infection
atorvastatin,glucose tolerance impaired
gentamicin,skin ulcer
homatropine,accommodation disorder
erythromycin,erythrasma
disopyramide,shock
pilocarpine,neoplasm malignant
thiabendazole,body temperature increased
demethyl,juvenile idiopathic arthritis
cortisone,ankylosing spondylitis
exenatide,antibody test negative
clindamycin,myocarditis
cefotetan,infection
pirfenidone,idiopathic pulmonary fibrosis
prednisolone,drug hypersensitivity
ethosuximide,petit mal epilepsy
su5416,thrombocytopenic purpura
clonidine,hypertension
lormetazepam,sleep disorder
mefenamic,metrorrhagia
gonadorelin,uterine haemorrhage
nicotine,arrhythmia
methadone,analgesic therapy
tolmetin,peptic ulcer
podophyllotoxin,anogenital warts
prednisone,iridocyclitis
cortisone,hypercalcaemia
alendronate,spinal compression fracture
kaluril,arrhythmia
ticagrelor,renal failure
tetracycline,soft tissue infection
citric,metabolic acidosis
chlorambucil,non-hodgkin's lymphoma
bromcresol,neoplasm
metformin,weight decreased
atorvastatin,premature menopause
pge2,stillbirth
promethazine,anxiety
cyanocobalamin,acquired immunodeficiency syndrome
prednicarbate,skin disorder
isocarboxazid,suicidal ideation
betaine,homocystinuria
lioh,agitation
scopolamine,cycloplegia
valsartan,angina pectoris
azelastine,seasonal allergy
metoclopramide,muscle relaxant therapy
naloxone,respiratory depression
hydralazine,cardiac output increased
aspirin,acute myocardial infarction
isoniazid,infection
cyproterone,prostate cancer
leflunomide,rheumatoid arthritis
rosuvastatin,type iia hyperlipidaemia
valsartan,diabetes mellitus
flucloxacillin,pharyngitis
doxycycline,gastrointestinal infection
ketamine,visceral pain
loratadine,urticaria chronic
gold,juvenile idiopathic arthritis
hydroxyzine,asthma
fluvastatin,arteriosclerosis coronary artery
cefotaxime,peritonitis
lmwh,pulmonary embolism
minocycline,trachoma
vinorelbine,cystitis haemorrhagic
cefdinir,tonsillitis
amd3100,lymphoma
amprenavir,infection
isoniazid,immunodeficiency
ketoconazole,blastomycosis
pemirolast,conjunctivitis allergic
cisplatin,malignant melanoma
aspirin,cerebrovascular accident
technetium-99m,breast cancer
ticagrelor,chronic obstructive pulmonary disease
linezolid,pneumonia
famciclovir,herpes simplex
diazepam,injury
nedocromil,asthma
flumazenil,drug withdrawal syndrome
azilsartan,hypotension
cyanocobalamin,diphyllobothriasis
lisdexamfetamine,psychotic disorder
ceftazidime,osteitis
meropenem,abdominal infection
nortriptyline,depressive symptom
cephalexin,streptococcal infection
mupirocin,furuncle
pentobarbital,insomnia
cortisol,endophthalmitis
erlotinib,pancreatic carcinoma
hepatitis,hepatitis b surface antigen positive
atazanavir,hepatitis b
cefazolin,infection
fosamprenavir,factor xi deficiency
progesterone,nasal congestion
leucovorin,liver disorder
gefitinib,neoplasm
chlorambucil,mantle cell lymphoma
zoledronic,hypercalcaemia
cefepime,dermatitis bullous
raloxifene,menopause
chlorpheniramine,anorectal discomfort
nedocromil,cough
sodium,dehydration
bicarbonate,shock
penicillin,chorea
olmesartan,hypertension
roxithromycin,pneumonia
amorolfine,sensitisation
thyroxine,hypersensitivity
mersyndol,back pain
levonorgestrel,unintended pregnancy
milnacipran,major depression
nitrofurantoin,abscess
actinomycin,gestational trophoblastic tumour
lovaza,diabetes mellitus
metoclopramide,diabetic gastroparesis
eplerenone,acute myocardial infarction
isocarboxazid,fatigue
penicillin,clostridial infection
tetracycline,lymphogranuloma venereum
minocycline,cholera
naloxone,pulmonary function test decreased
methimazole,basedow's disease
temozolomide,astrocytoma
nitrogen,effusion
chlorthalidone,hepatic cirrhosis
vilazodone,suicide attempt
lioh,flight of ideas
bromocriptine,glucose tolerance impaired
aminoglutethimide,neoplasm malignant
nitroglycerin,ventricular extrasystoles
propantheline,cholecystitis
azithromycin,gonorrhoea
sulfadiazine,meningitis
ogen,endometrial hyperplasia
novolog,diabetes mellitus
misoprostol,gastritis erosive
miconazole,tinea versicolour
torasemide,renal failure chronic
dacarbazine,lymphoma
ciclopirox,hypersensitivity
lidocaine,cardiac arrest
trimethobenzamide,gastroenteritis
nafarelin,infertility
topotecan,ovarian cancer
nitrite,respiratory fume inhalation disorder
demethyl,thyroiditis
raloxifene,menopausal symptoms
glycopyrrolate,chronic obstructive pulmonary disease
betaxolol,ocular hypertension
roxithromycin,infection
cortisone,rheumatoid arthritis
oxazepam,tension
finasteride,polyuria
tetracycline,necrotising ulcerative gingivostomatitis
atenolol,systolic hypertension
epinephrine,pallor
omeprazole,helicobacter infection
tigecycline,immunodeficiency
ketoprofen,arthritis
demethyl,acute leukaemia
atropine,nausea
erythromycin,streptococcal infection
cyanocobalamin,neoplasm
atorvastatin,hepatocellular injury
tinidazole,vaginal infection
caffeine,apnoea
cinoxacin,urinary tract infection
proguanil,drug interaction
lisuride,galactorrhoea
zidovudine,teratogenicity
technetium-99m,cholecystitis acute
flutamide,prostate cancer metastatic
captopril,renin decreased
moxonidine,hypertension
entecavir,hepatitis b e antigen positive
thiamine,ataxia
eltrombopag,chronic hepatitis c
hydroxyzine,anxiety
lubiprostone,cancer pain
nitroglycerin,procedural hypotension
doxepin,fatigue
carbinoxamine,conjunctivitis allergic
lapatinib,breast cancer stage iv
ondansetron,nausea
rifampicin,borderline leprosy
acth(1-39,inflammation
apixaban,embolism
ceftobiprole,infection
chloramphenicol,typhoid fever
erythromycin,pelvic inflammatory disease
n-acetylcysteine,bronchiectasis
hydroxyzine,tension
sulfacetamide,trachoma
bosentan,pulmonary veno-occlusive disease
bicarbonate,diarrhoea
clotrimazole,tinea pedis
lactate,skin irritation
gadobutrol,cerebrovascular accident
propranolol,arrhythmia supraventricular
vinblastine,germ cell cancer
bosentan,ulcer
cetrorelix,menopause
8-mop,vitiligo
sulfamethoxazole,urinary tract infection
prednisolone,cyclitis
ciclopirox,seborrhoeic dermatitis
nystatin,gastrointestinal candidiasis
cephalexin,renal failure
propantheline,enterocolitis
sulfasalazine,inflammation
l-dmp,agitation
oxaliplatin,fatigue
celecoxib,colon adenoma
potassium,ascites
etidronate,blood alkaline phosphatase increased
phenobarbital,partial seizures
prasugrel,angina pectoris
sulfasalazine,juvenile idiopathic arthritis
5-fluorocytosine,chromoblastomycosis
benazepril,hypertension
calcium,dermatitis herpetiformis
doxycycline,scrub typhus
hepatitis,liver disorder
epinephrine,pruritus
prednisolone,aplasia pure red cell
technetium-99m,inflammatory bowel disease
lactate,skin exfoliation
tranylcypromine,fatigue
chlorthalidone,pre-eclampsia
hexamethylmelamine,ovarian epithelial cancer recurrent
cyclizine,vomiting
cefuroxime,foetor hepaticus
simvastatin,hepatocellular injury
cefoxitin,infection
cyanocobalamin,hyperthyroidism
famotidine,chest discomfort
tenoxicam,ligament sprain
methylprednisolone,adrenocortical insufficiency acute
salicylate,skin papilloma
reboxetine,cardiovascular disorder
insulin,ketoacidosis
spironolactone,gravitational oedema
flumazenil,renal function test abnormal
baclofen,spinal cord disorder
nitrofurantoin,musculoskeletal discomfort
piperacillin,urinary tract infection
acth(1-39,polyuria
naphazoline,rhinitis
loxapine,lung disorder
phenylbutyric,cognitive disorder
paraldehyde,pain
fexofenadine,rhinitis perennial
gentamicin,influenza
azathioprine,rheumatoid arthritis
eaca,urogenital disorder
cefotetan,blood creatinine increased
ioversol,renal failure
desflurane,apnoea
polythiazide,glomerulonephritis acute
progesterone,vision blurred
meropenem,genital infection female
nitrogen,mycosis fungoides
diphenhydramine,hypersensitivity
aminophylline,asthma
desmopressin,polydipsia
gold,dermatitis
methylprednisolone,colitis ulcerative
zuclopenthixol,psychotic disorder
lisdexamfetamine,memory impairment
ketoprofen,post-traumatic pain
dantrolene,cerebral palsy
nizatidine,hypersensitivity
tibolone,cardiovascular disorder
phenylephrine,shock
cas,renal artery stenosis
eltrombopag,liver disorder
disopyramide,depressed mood
dihydroergotamine,arteriospasm coronary
methylergometrine,haemorrhage
propericiazine,agitation
citric,nephrolithiasis
d-penicillamine,blood copper decreased
roxithromycin,upper respiratory tract infection
gentamicin,laceration
pge2,foetal death
chlorpromazine,disturbance in social behaviour
trans,atrial fibrillation
clonazepam,paraesthesia
metaiodobenzylguanidine,cardiac failure
flunisolide,rhinitis perennial
cortisol,seborrhoeic dermatitis
calcium,purpura non-thrombocytopenic
atovaquone,bacterial infection
cefdinir,pharyngitis
diazoxide,hypoglycaemia
esmolol,sinus tachycardia
pomalidomide,plasma cell myeloma
fidaxomicin,clostridium difficile infection
amphetamine,distractibility
amikacin,meningitis
candesartan,left ventricular dysfunction
tetracycline,trachoma
adefovir,infection
cyanocobalamin,crohn's disease
tolbutamide,blood glucose decreased
azelastine,rhinitis seasonal
nitroglycerin,hypertension
zileuton,foetor hepaticus
desvenlafaxine,dysphoria
clodronate,hypercalcaemia
lisuride,dyskinesia
hydroxychloroquine,systemic lupus erythematosus
desvenlafaxine,mental disability
lithium,mania
gatifloxacin,pneumonia
haloperidol,agitation
famotidine,gynaecomastia
flutamide,benign prostatic hyperplasia
nesiritide,cardiac failure acute
delta,decreased appetite
penicillin,seasonal allergy
vinorelbine,neuropathy peripheral
6-thioguanine,hodgkin's disease
propranolol,hyperlipidaemia
ticlopidine,aplastic anaemia
phenobarbital,nausea
halofantrine,plasmodium vivax infection
miconazole,vulvovaginal mycotic infection
nitroglycerin,coronary artery disease
levomepromazine,tension
propylthiouracil,toxic nodular goitre
betahistine,tinnitus
delta,acquired immunodeficiency syndrome
adefovir,pathogen resistance
ntbc,thrombocytopenia
ephedrine,rhinitis seasonal
chloride,gastric ulcer
famotidine,asthenia
pentamidine,hypersensitivity
griseofulvin,body tinea
vilazodone,insomnia
dihydroergotamine,sensory loss
nitroglycerin,nephropathy
potassium,haemoglobin
amikacin,infection
ticagrelor,angina pectoris
diltiazem,tachycardia
aliskiren,acute coronary syndrome
oxaprozin,arthritis
optison,coronary artery disease
propranolol,tachyarrhythmia
dantrolene,multiple sclerosis
8-mop,psoriasis
fusidic,staphylococcal infection
propranolol,dizziness
doxapram,vomiting
oxazepam,irritability
demeclocycline,chancroid
nicotine,rash generalised
oestrogen,oestrogen deficiency
eaca,haematuria
ergonovine,uterine atony
penicillin,scarlet fever
acetazolamide,mountain sickness acute
methylprednisolone,hypoplastic anaemia
haloperidol,hyperkinesia
danazol,endometriosis
n-acetylcysteine,tracheobronchitis
tibolone,breast cancer
macitentan,disease progression
lapatinib,breast cancer
methyltestosterone,hypogonadism male
penicillin,pharyngitis
verapamil,diabetes mellitus
trimethoprim-sulfamethoxazole,diarrhoea
fluticasone,rhinorrhoea
d-penicillamine,renal tubular disorder
permethrin,acarodermatitis
rifabutin,infection
cefpodoxime,rheumatic fever
gadolinium,foetor hepaticus
lovastatin,peripheral vascular disorder
azelastine,nasal congestion
penicillin,renal impairment
regorafenib,neoplasm malignant
vinorelbine,ovarian cancer
citric,renal failure chronic
esmolol,hypertension
tolvaptan,inappropriate antidiuretic hormone secretion
hydroxypropyl,dry eye
lincomycin,lymphadenitis
5-fluorocytosine,urinary tract infection
isoniazid,extrapulmonary tuberculosis
oxytetracycline,respiratory tract infection
cabergoline,cleft lip
salicylate,skin disorder
salicylate,juvenile idiopathic arthritis
famotidine,hepatocellular injury
phenylpropanolamine,hypersensitivity
deferiprone,thalassaemia
cephalexin,soft tissue infection
allopurinol,lymphoma
prednisolone,rheumatic heart disease
aspirin,inflammation
famotidine,headache
demeclocycline,amoebic colitis
carbinoxamine,urticaria
6-mercaptopurine,hodgkin's disease lymphocyte depletion type stage unspecified
dipivefrin,glaucoma
n-methylscopolamine,peptic ulcer
pentoxifylline,ulcer
irbesartan,microalbuminuria
topotecan,neuroblastoma
danazol,fibrocystic breast disease
midodrine,diabetes mellitus
nicotine,angina pectoris
tadalafil,collagen-vascular disease
magnesium,hypomagnesaemia
bromocriptine,oligomenorrhoea
4-ap,walking disability
prochlorperazine,meniere's disease
minocycline,streptococcal infection
metaproterenol,palpitations
hepatitis,hepatitis d
terazosin,polyuria
nafarelin,intracranial pressure increased
ferumoxytol,iron deficiency anaemia
linezolid,necrotising fasciitis
gentamicin,meibomianitis
colesevelam,dyslipidaemia
ketoconazole,meningitis fungal
epinephrine,glaucoma
rosuvastatin,liver disorder
oxacillin,renal impairment
anidulafungin,osteomyelitis
nitrogen,chronic lymphocytic leukaemia
retapamulin,laceration
gemfibrozil,acute coronary syndrome
trifluoperazine,delusion
n-acetylcysteine,bronchitis
ketoconazole,skin candida
trimetrexate,pneumocystis jirovecii pneumonia
5-aza-2'-deoxycytidine,acute myeloid leukaemia
alendronate,neoplasm malignant
cephem,tonsillitis
nitrite,headache
carboplatin,sarcoma
streptozotocin,neoplasm malignant
pentobarbital,meningitis
nabilone,neoplasm malignant
nicotine,liver disorder
nalmefene,alcohol abuse
cefditoren,rheumatic disorder
penicillin,congenital syphilis
trimetrexate,autoimmune disorder
disulfiram,lipids increased
niacin,hyperlipidaemia
methyl,basal cell carcinoma
nesiritide,cardiac failure
erythromycin,mitral valve prolapse
loxapine,bipolar disorder
hydrocortisone,neurodermatitis
tris,metabolic acidosis
valsartan,hyperlipidaemia
lovaza,hyperlipidaemia
alprazolam,menopausal symptoms
cephalexin,rheumatic fever
dexamethasone,urticaria
megestrol,breast cancer
famciclovir,dermatitis
chlorpromazine,mitral valve incompetence
phentolamine,hypertension
cancidas,osteomyelitis
desmopressin,mucosal haemorrhage
demethyl,dermatomyositis
cefoxitin,renal failure
telithromycin,pharyngitis
hydroxocobalamin,coeliac disease
clemastine,rhinitis allergic
oxymetholone,vitamin b6 deficiency
nitrogen,hodgkin's disease lymphocyte predominance type stage unspecified
benazepril,renal impairment
colesevelam,low density lipoprotein increased
tropisetron,vomiting
sulfamethoxazole,bronchitis chronic
ezetimibe,weight decreased
isoniazid,induration
carbachol,miosis
bezafibrate,hypertriglyceridaemia
cefepime,peritonitis
roxithromycin,sinusitis
thyroxine,adrenal insufficiency
eslicarbazepine,pertussis
amlodipine,acute coronary syndrome
cephalexin,infection
flecainide,cardiac flutter
tolmetin,arthritis
piroxicam,rheumatoid arthritis
hydrochlorothiazide,renal failure chronic
heparin,deep vein thrombosis postoperative
nedocromil,neutropenia
tetracycline,cat scratch disease
betamethasone,skin disorder
clindamycin,bronchitis
cefadroxil,pharyngitis
prednisolone,proteinuria
lovastatin,blood triglycerides increased
amoxapine,agitation
dacarbazine,metastatic malignant melanoma
acth(1-39,dermatomyositis
ceftizoxime,lower respiratory tract infection
isoniazid,silicosis
ciclopirox,onychomycosis
apixaban,atrial fibrillation
sulfamethoxazole,enteritis
fluvastatin,dyslipidaemia
atovaquone,pneumocystis jirovecii pneumonia
ephedrine,sinus headache
prazosin,cerebrovascular disorder
trandolapril,myocardial infarction
benzocaine,discomfort
rosiglitazone,weight decreased
oxacillin,staphylococcal infection
nabumetone,osteoarthritis
apas,tuberculosis
paliperidone,parkinsonism
metoclopramide,infection
roxithromycin,pharyngitis
chloroquine,plasmodium ovale infection
dopamine,sepsis
promacta,thrombocytopenic purpura
salicylate,keratosis pilaris
kaluril,blood potassium decreased
isoniazid,hodgkin's disease lymphocyte depletion type stage unspecified
protirelin,pituitary tumour
doxapram,chronic obstructive pulmonary disease
trifluoperazine,mental retardation
d-cycloserine,nephropathy
topotecan,small cell lung cancer
zileuton,liver disorder
pentobarbital,tetanus
amoxicillin,duodenal ulcer
vancocine,osteomyelitis
dofetilide,cardiac flutter
diazoxide,neoplasm malignant
spironolactone,oedema
bazedoxifene,osteoporosis postmenopausal
methsuximide,convulsion
flavoxate,nocturia
eplerenone,systolic dysfunction
cortisone,purpura
clindamycin,lung abscess
cyanocobalamin,haemoglobin
iron,iron deficiency anaemia
prednisolone,loeffler's syndrome
lovaza,hypertriglyceridaemia
propantheline,renal colic
metolazone,essential hypertension
edta,hypercalcaemia
penicillin,soft tissue infection
lincomycin,sepsis
aztreonam,ulcer
tolazamide,blood glucose decreased
ceftazidime,erysipelas
clotrimazole,infection
olopatadine,rhinitis seasonal
imipramine,alcohol abuse
salsalate,rheumatoid arthritis
cimetidine,stress ulcer
dexamethasone,dermatitis contact
dexrazoxane,cardiomyopathy
methyclothiazide,hypertension
hydrochlorothiazide,cerebrovascular accident
dofetilide,ventricular arrhythmia
sodium,bradycardia
pimozide,sedation
asenapine,bipolar i disorder
cefpodoxime,renal failure
clodronate,neoplasm malignant
lincomycin,sinusitis
medroxyprogesterone,bone cancer metastatic
promethazine,rhinitis allergic
ceftriaxone,bacterial sepsis
thiabendazole,trichiniasis
treprostinil,hepatic function abnormal
anthracycline,acute myeloid leukaemia
phenobarbital,tetanus
gatifloxacin,folliculitis
cefixime,pharyngitis
clemastine,angioedema
6-mercaptopurine,acute lymphocytic leukaemia
mersyndol,body temperature increased
griseofulvin,tinea capitis
efavirenz,hepatitis b
piperacillin,urethritis noninfective
eaca,thrombocytopenia
gentamicin,pneumonia klebsiella
octreotide,vipoma
chlorhexidine,gingivitis
cefepime,infection
losartan,cardiac failure
tazarotene,leukoderma
tetracycline,staphylococcal infection
cefprozil,pharyngitis
cortisone,gout
t-a2-3,arthritis bacterial
aliskiren,nephropathy
azithromycin,respiratory tract infection
thiazide,cardiovascular disorder
metyrapone,hyperkinesia
verapamil,hypertension
cerivastatin,hyperlipidaemia
meropenem,sepsis
mebeverine,irritable bowel syndrome
phenylpropanolamine,body temperature increased
prednisolone,anaemia
bicarbonate,acidosis
diatrizoate,neoplasm
rosuvastatin,acute coronary syndrome
4-pba,hyperammonaemic encephalopathy
pancuronium,vascular resistance systemic
dexamethasone,neoplasm
rifabutin,pulmonary tuberculosis
lovastatin,angina unstable
cortisone,adrenogenital syndrome
cyanocobalamin,endocrine disorder
lymecycline,chlamydial infection
azithromycin,chronic obstructive pulmonary disease
prednisolone,obliterative bronchiolitis
cabergoline,parkinsonism
alogliptin,dyslipidaemia
benztropine,parkinson's disease
cefepime,haematological malignancy
spironolactone,secondary aldosteronism
exenatide,hypoglycaemia
prochlorperazine,mania
lincomycin,pneumonia
phendimetrazine,obesity
meclofenamate,rheumatoid arthritis
fexofenadine,sneezing
labetalol,renal failure
clindamycin,rash pustular
cefotaxime,meningitis
perindoprilat,coronary artery disease
sodium,aspiration
ceftaroline,infection
acyclovir,autoimmune disorder
flucloxacillin,cellulitis
colesevelam,diabetic ketoacidosis
captopril,diabetes mellitus
dimenhydrinate,vomiting
sotalol,atrial flutter
penicillin,sepsis
oxytetracycline,typhus
citric,nephropathy
tiaprofenic,arthritis
cefprozil,bacterial infection
minocycline,tracheitis
estriol,infertility
5-aminolevulinic,seborrhoeic keratosis
betahistine,nausea
febuxostat,blood uric acid increased
diazoxide,hyperinsulinism
demethyl,thrombocytopenia
nedocromil,bronchial hyperreactivity
methylprednisolone,renal failure
lincomycin,wound infection
ezetimibe,hyperlipidaemia
tranexamic,haemoglobin
cefprozil,urinary tract infection
bumetanide,oedema
trimethoprim-sulfamethoxazole,infection
suprofen,miosis
optison,cardiovascular disorder
cefoxitin,urinary tract infection
clodronate,asthma
cortisone,idiopathic thrombocytopenic purpura
ketoprofen,procedural pain
hydroxocobalamin,breast feeding
vincristine,neuroblastoma
telmisartan,acute coronary syndrome
penciclovir,oral herpes
hepatitis,sickle cell anaemia
atomoxetine,muscle rigidity
estriol,oestrogen deficiency
regadenoson,long qt syndrome
pancuronium,hypotonia
atomoxetine,memory impairment
metaproterenol,bronchospasm
timolol,myocardial ischaemia
midazolam,polymenorrhoea
conjugated,menopausal symptoms
thiamine,cardiac failure
raltitrexed,neoplasm malignant
tetracycline,relapsing fever
6-thioguanine,hodgkin's disease lymphocyte predominance type stage unspecified
chlorpromazine,vomiting
demeclocycline,rocky mountain spotted fever
methyltestosterone,androgen deficiency
indinavir,malaise
ergonovine,postpartum haemorrhage
isosorbide,cardiac failure congestive
nabilone,nausea
mometasone,hypotonia
biguanide,hepatitis b surface antigen positive
hydroxocobalamin,malnutrition
simvastatin,foetor hepaticus
timentin,bacteraemia
clotrimazole,tinea cruris
propranolol,shock
carvedilol,liver disorder
budesonide,rhinitis perennial
salmon,blood alkaline phosphatase increased
rescinnamine,rash pustular
penicillin,rheumatic heart disease
mirtazapine,mental disorder
niacin,vasodilation procedure
etidronate,bone formation increased
procaine,syphilis
desvenlafaxine,asthenia
salicylate,dermatitis
griseofulvin,sporotrichosis
deferoxamine,porphyria non-acute
warfarin,genetic polymorphism
dopamine,polyuria
pimecrolimus,immunodeficiency
sulconazole,body tinea
flucloxacillin,endocarditis
podophyllotoxin,anorectal human papilloma virus infection
sulfadiazine,trachoma
azilsartan,diabetes mellitus
eaca,haemoglobin
chloramphenicol,psittacosis
procaine,upper respiratory tract infection
promacta,thrombocytopenia
succinylcholine,hypotonia
ranitidine,mendelson's syndrome
arginine,adenoma benign
epinephrine,anaphylactic shock
degarelix,prostate cancer
d-penicillamine,liver disorder
buscopan,hypotonia
sulfamethoxazole,otitis media acute
atenolol,acute myocardial infarction
ioxaglate,rheumatoid arthritis
tetraen,coronary artery disease
hydralazine,renal impairment
trimethobenzamide,nausea
gentamicin,arthropod bite
eptifibatide,electrocardiogram t wave inversion
cefadroxil,lower respiratory tract infection
bromocriptine,feeling abnormal
chlorpheniramine,pruritus genital
"1,25(oh)2d3",high turnover osteopathy
eaca,shock
cortisone,protein urine present
gentamicin,urinary tract infection
nafcillin,infection
heparin,venous thrombosis
entecavir,hepatic cirrhosis
methyldopa,hypertension
clindamycin,pelvic infection
prilocaine,foetal acidosis
topotecan,leukaemia
cephem,renal impairment
trandolaprilat,myocardial infarction
methysergide,vascular headache
humalog,diabetes mellitus
cortisone,dermatomyositis
betamethasone,stasis dermatitis
fludarabine,chronic lymphocytic leukaemia
clopidogrel,ischaemic stroke
lomustine,hodgkin's disease lymphocyte predominance type stage unspecified
glucose,dehydration
cefotaxime,cellulitis
hydroxychloroquine,cutaneous lupus erythematosus
gentamicin,excoriation
etidronate,hyperphosphataemia
sulfacetamide,bacterial infection
acetazolamide,epilepsy
conivaptan,lung disorder
bromazepam,emotional distress
tetracycline,renal impairment
estriol,eyelid ptosis
buprenorphine,drug dependence
methamphetamine,mood swings
dihydroergotamine,cerebral ischaemia
ciclopirox,herpes zoster
timolol,acute coronary syndrome
spironolactone,hyperaldosteronism
didanosine,disease progression
sodium,metabolic alkalosis
triiodothyronine,autoimmune thyroiditis
amlodipine,vascular resistance systemic
clobetasone,eczema
idurd,keratitis
moexiprilat,angioedema
pge2,abdominal pain
monomycin,upper respiratory tract infection
metaproterenol,bronchitis chronic
exenatide,antibody test positive
loxapine,asthma
finasteride,prostatomegaly
amoxicillin,infection
clodronate,crohn's disease
zanamivir,influenza
probenecid,oedema
cefotaxime,bronchitis chronic
dexrazoxane,neoplasm
cyanocobalamin,tropical sprue
cefotaxime,bladder pain
tirofiban,angina pectoris
vorapaxar,peripheral arterial occlusive disease
amantadine,parkinsonism
estrone,ovarian failure
nafcillin,hepatic failure
capsaicin,pain
lidocaine,discomfort
lisdexamfetamine,hyperkinesia
trimipramine,major depression
chlorhexidine,skin wound
lmwh,acute myocardial infarction
atovaquone,pneumothorax
clofazimine,type 2 lepra reaction
pioglitazone,cardiac failure congestive
lincomycin,otitis media
treprostinil,hypertension
lmwh,acute coronary syndrome
capreomycin,cirrhosis alcoholic
carboprost,haemoglobin
estriol,infection
famciclovir,ophthalmic herpes zoster
gefitinib,idiopathic pulmonary fibrosis
tmc435,liver disorder
nsc,autoimmune disorder
ceftizoxime,meningitis
bezafibrate,arteriosclerosis
megestrol,decreased appetite
nicorandil,myocardial ischaemia
ipratropium,chronic obstructive pulmonary disease
technetium-99m,malignant melanoma
spironolactone,cardiac failure
triamterene,secondary aldosteronism
oxprenolol,hyperthyroidism
cortisol,eosinophilic pneumonia
prasugrel,haemoglobin
amoxicillin,renal impairment
triiodothyronine,myxoedema coma
thyroxine,myxoedema coma
dantrolene,hypercapnia
promethazine,urticaria
warfarin,pulmonary embolism
nebivolol,cardiovascular disorder
streptozotocin,carcinoid tumour
doxycycline,relapsing fever
colchicine,gout
neomycin,iridocyclitis
ambrisentan,connective tissue disorder
isoniazid,malabsorption
propranolol,hypertrophic cardiomyopathy
ascorbate,gingival bleeding
halofantrine,malaria
cyanocobalamin,vegetarian
cefuroxime,renal failure
acetaminophen,nasopharyngitis
salicylate,arthritis
ceftazidime,enterocolitis
folate,pernicious anaemia
diethylpropion,decreased appetite
salicylate,rheumatic disorder
topotecan,lung neoplasm malignant
cefuroxime,bronchiectasis
alendronate,renal impairment
belinostat,hyperuricaemia
lidocaine,oropharyngeal discomfort
cefuroxime,wound infection
cephalexin,bacterial infection
thymidine,hepatitis b
famotidine,gastritis erosive
darifenacin,urge incontinence
treprostinil,connective tissue disorder
rasburicase,haematological malignancy
aminophylline,cor pulmonale
erythromycin,hypertrophic cardiomyopathy
fluvastatin,hypothyroidism
dobutamine,cerebrovascular accident
loratadine,nasopharyngitis
finasteride,alopecia
lomitapide,high density lipoprotein decreased
loxapine,dementia
dmso,skin disorder
cefotaxime,skin infection
olopatadine,seasonal allergy
miconazole,vulvovaginitis
desloratadine,lacrimation increased
oxytetracycline,rickettsialpox
6-mercaptopurine,neoplasm malignant
chlordiazepoxide,anxiety disorder
pyrantel,infestation
aztreonam,parametritis
verapamil,cardiomyopathy
azelaic,erythema
empagliflozin,type 2 diabetes mellitus
kaluril,blood sodium increased
phentolamine,necrosis
amantadine,infection
tinidazole,vaginal inflammation
pentoxifylline,peripheral vascular disorder
paroven,local swelling
furosemide,fluid retention
demeclocycline,gingivitis ulcerative
nadolol,pain
oxytocin,haemoglobin
fosamprenavir,hiv infection
terconazole,vulvovaginitis
niacin,gastrointestinal pain
oxazepam,alcohol poisoning
methenamine,bacteriuria
raltitrexed,cardiotoxicity
fenofibric,hypercholesterolaemia
histrelin,adrenogenital syndrome
